REGION,Doedsaarsag,Koen2,Alder2,Aar,VAERDI
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2010,8
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2011,5
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2012,7
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2013,5
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2014,<5
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2015,9
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,55-59,2016,<5
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2002,6
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2003,6
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2004,9
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2005,8
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2006,8
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2007,9
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2008,8
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2009,6
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2010,7
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2011,5
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2012,11
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2013,8
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2014,8
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2015,11
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,60-64,2016,7
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2002,7
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2003,10
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2004,13
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2005,9
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2006,14
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2007,6
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2008,7
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2009,12
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2010,8
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2011,11
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2012,8
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2013,7
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2014,10
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2015,8
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,65-69,2016,13
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2002,18
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2003,16
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2004,13
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2005,22
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2006,19
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2007,12
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2008,16
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2009,11
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2010,11
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2011,15
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2012,17
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2013,11
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2014,10
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2015,20
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,70-74,2016,16
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2002,23
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2003,27
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2004,22
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2005,26
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2006,23
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2007,23
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2008,9
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2009,17
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2010,13
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2011,14
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2012,23
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2013,17
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2014,18
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2015,26
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,75-79,2016,27
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2002,25
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2003,37
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2004,29
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2005,28
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2006,43
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2007,41
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2008,28
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2009,25
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2010,29
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2011,20
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2012,29
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2013,37
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2014,32
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2015,39
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,80-84,2016,39
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2002,61
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2003,47
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2004,54
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2005,58
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2006,71
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2007,77
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2008,62
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2009,70
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2010,78
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2011,50
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2012,64
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2013,83
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2014,96
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2015,96
Region Syddanmark,A-01 Infektiøse inkl. parasitære sygdomme,Begge køn,85+,2016,86
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2002,3.296
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2003,3.252
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2004,3.392
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2005,3.271
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2006,3.440
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2007,3.378
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2008,3.313
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2009,3.474
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2010,3.405
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2011,3.514
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2012,3.530
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2013,3.504
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2014,3.546
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2015,3.552
Region Syddanmark,A-02 Kræft,Begge køn,Alle aldre,2016,3.595
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2002,<5
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2003,<5
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2004,<5
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2005,<5
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2006,-
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2007,<5
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2008,<5
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2009,<5
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2010,-
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2011,-
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2012,-
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2013,<5
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2014,<5
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2015,-
Region Syddanmark,A-02 Kræft,Begge køn,0-4,2016,<5
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2002,<5
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2003,<5
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2004,5
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2005,<5
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2006,-
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2007,<5
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2008,<5
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2009,<5
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2010,<5
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2011,-
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2012,<5
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2013,<5
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2014,<5
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2015,-
Region Syddanmark,A-02 Kræft,Begge køn,5-9,2016,<5
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2002,<5
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2003,<5
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2004,<5
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2005,-
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2006,-
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2007,<5
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2008,<5
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2009,<5
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2010,<5
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2011,<5
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2012,-
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2013,<5
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2014,<5
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2015,<5
Region Syddanmark,A-02 Kræft,Begge køn,10-14,2016,<5
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2002,<5
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2003,<5
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2004,<5
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2005,-
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2006,5
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2007,<5
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2008,<5
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2009,<5
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2010,<5
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2011,-
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2012,<5
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2013,<5
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2014,<5
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2015,<5
Region Syddanmark,A-02 Kræft,Begge køn,15-19,2016,<5
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2002,6
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2003,<5
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2004,<5
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2005,<5
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2006,<5
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2007,-
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2008,<5
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2009,<5
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2010,<5
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2011,<5
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2012,<5
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2013,<5
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2014,5
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2015,<5
Region Syddanmark,A-02 Kræft,Begge køn,20-24,2016,<5
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2002,<5
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2003,<5
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2004,<5
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2005,7
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2006,6
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2007,9
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2008,<5
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2009,<5
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2010,6
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2011,<5
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2012,5
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2013,5
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2014,6
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2015,<5
Region Syddanmark,A-02 Kræft,Begge køn,25-29,2016,<5
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2002,8
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2003,10
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2004,8
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2005,8
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2006,11
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2007,10
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2008,10
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2009,6
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2010,9
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2011,10
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2012,6
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2013,<5
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2014,12
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2015,7
Region Syddanmark,A-02 Kræft,Begge køn,30-34,2016,8
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2002,16
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2003,18
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2004,16
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2005,17
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2006,18
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2007,19
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2008,10
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2009,21
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2010,19
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2011,19
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2012,14
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2013,14
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2014,13
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2015,17
Region Syddanmark,A-02 Kræft,Begge køn,35-39,2016,17
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2002,38
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2003,43
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2004,35
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2005,43
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2006,35
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2007,25
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2008,33
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2009,31
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2010,29
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2011,31
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2012,36
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2013,32
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2014,21
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2015,32
Region Syddanmark,A-02 Kræft,Begge køn,40-44,2016,24
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2002,71
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2003,86
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2004,62
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2005,72
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2006,63
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2007,78
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2008,56
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2009,61
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2010,66
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2011,79
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2012,67
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2013,61
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2014,47
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2015,69
Region Syddanmark,A-02 Kræft,Begge køn,45-49,2016,54
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2002,166
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2003,159
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2004,158
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2005,132
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2006,134
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2007,158
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2008,119
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2009,140
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2010,132
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2011,112
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2012,126
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2013,110
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2014,117
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2015,107
Region Syddanmark,A-02 Kræft,Begge køn,50-54,2016,101
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2002,284
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2003,251
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2004,215
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2005,261
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2006,249
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2007,218
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2008,213
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2009,200
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2010,213
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2011,212
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2012,207
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2013,192
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2014,216
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2015,202
Region Syddanmark,A-02 Kræft,Begge køn,55-59,2016,212
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2002,302
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2003,290
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2004,334
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2005,316
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2006,364
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2007,390
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2008,364
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2009,348
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2010,349
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2011,345
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2012,299
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2013,300
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2014,318
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2015,278
Region Syddanmark,A-02 Kræft,Begge køn,60-64,2016,286
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2002,392
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2003,382
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2004,407
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2005,407
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2006,415
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2007,419
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2008,407
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2009,480
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2010,462
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2011,517
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2012,516
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2013,480
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2014,500
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2015,458
Region Syddanmark,A-02 Kræft,Begge køn,65-69,2016,458
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2002,482
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2003,486
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2004,559
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2005,463
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2006,519
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2007,503
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2008,489
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2009,528
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2010,531
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2011,518
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2012,534
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2013,550
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2014,580
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2015,577
Region Syddanmark,A-02 Kræft,Begge køn,70-74,2016,610
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2002,559
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2003,552
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2004,556
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2005,558
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2006,564
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2007,543
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2008,513
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2009,581
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2010,547
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2011,520
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2012,582
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2013,611
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2014,578
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2015,562
Region Syddanmark,A-02 Kræft,Begge køn,75-79,2016,589
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2002,446
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2003,494
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2004,531
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2005,501
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2006,507
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2007,525
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2008,559
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2009,521
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2010,512
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2011,549
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2012,510
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2013,549
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2014,508
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2015,549
Region Syddanmark,A-02 Kræft,Begge køn,80-84,2016,562
Region Syddanmark,A-02 Kræft,Begge køn,85+,2002,512
Region Syddanmark,A-02 Kræft,Begge køn,85+,2003,464
Region Syddanmark,A-02 Kræft,Begge køn,85+,2004,496
Region Syddanmark,A-02 Kræft,Begge køn,85+,2005,480
Region Syddanmark,A-02 Kræft,Begge køn,85+,2006,547
Region Syddanmark,A-02 Kræft,Begge køn,85+,2007,472
Region Syddanmark,A-02 Kræft,Begge køn,85+,2008,529
Region Syddanmark,A-02 Kræft,Begge køn,85+,2009,544
